image,label,file_name,fold
2332a5b8-abd8-4cf1-95f1-19b014ed3213.jpg,1,E:\second-competition\data\train_data\train_image\2332a5b8-abd8-4cf1-95f1-19b014ed3213.jpg,0
23BCEE92-EBFC-4482-8703-54D2A8E533CF.png,1,E:\second-competition\data\train_data\train_image\23BCEE92-EBFC-4482-8703-54D2A8E533CF.png,0
24a6de5e-2639-46a6-8292-8e9377c2b40e.jpg,1,E:\second-competition\data\train_data\train_image\24a6de5e-2639-46a6-8292-8e9377c2b40e.jpg,4
2713cb3f-4f48-4958-96a6-412d4ae396cd.jpg,1,E:\second-competition\data\train_data\train_image\2713cb3f-4f48-4958-96a6-412d4ae396cd.jpg,2
27ecdd2e-a876-42de-8ced-c810ee241dbc.jpg,1,E:\second-competition\data\train_data\train_image\27ecdd2e-a876-42de-8ced-c810ee241dbc.jpg,1
2851af69-08bd-4f52-aaa8-6953824c8da1.jpg,1,E:\second-competition\data\train_data\train_image\2851af69-08bd-4f52-aaa8-6953824c8da1.jpg,2
28C506D2-449D-4C1D-BA0C-227D4AC28222.png,1,E:\second-competition\data\train_data\train_image\28C506D2-449D-4C1D-BA0C-227D4AC28222.png,4
28fa5f6b-f365-4474-b04e-0b168a3634bb.jpg,1,E:\second-competition\data\train_data\train_image\28fa5f6b-f365-4474-b04e-0b168a3634bb.jpg,1
2a3a97f1-0438-4d79-b95a-2450830c9b46.jpg,1,E:\second-competition\data\train_data\train_image\2a3a97f1-0438-4d79-b95a-2450830c9b46.jpg,2
2a4ea346-a83c-480e-ba42-abc27bab4648.jpg,1,E:\second-competition\data\train_data\train_image\2a4ea346-a83c-480e-ba42-abc27bab4648.jpg,1
2b9e513e-7c3b-490b-b5aa-2fcf6a1d0415.jpg,1,E:\second-competition\data\train_data\train_image\2b9e513e-7c3b-490b-b5aa-2fcf6a1d0415.jpg,2
2bc6167a-b473-4990-9c15-d24132cdc162.jpg,1,E:\second-competition\data\train_data\train_image\2bc6167a-b473-4990-9c15-d24132cdc162.jpg,1
2C86439E-D96E-409E-89F5-DABDCBE038B0.png,1,E:\second-competition\data\train_data\train_image\2C86439E-D96E-409E-89F5-DABDCBE038B0.png,4
2D460F97-AFB3-4DC0-AF3A-1439BDEFCEB1.png,1,E:\second-competition\data\train_data\train_image\2D460F97-AFB3-4DC0-AF3A-1439BDEFCEB1.png,2
2E5AC8F1-F13F-479C-BF5C-87DEA4963306.png,1,E:\second-competition\data\train_data\train_image\2E5AC8F1-F13F-479C-BF5C-87DEA4963306.png,3
2f8366c9-f532-4b79-9970-0f321a489b53.jpg,1,E:\second-competition\data\train_data\train_image\2f8366c9-f532-4b79-9970-0f321a489b53.jpg,0
30598B89-C0F0-4C1D-BCC2-F47185743F10.png,1,E:\second-competition\data\train_data\train_image\30598B89-C0F0-4C1D-BCC2-F47185743F10.png,0
30c9ac36-fe9e-4503-99b5-9a1c55116297.jpg,1,E:\second-competition\data\train_data\train_image\30c9ac36-fe9e-4503-99b5-9a1c55116297.jpg,0
3244dc01-ea2e-4952-b586-d3b07f48a8d4.jpg,1,E:\second-competition\data\train_data\train_image\3244dc01-ea2e-4952-b586-d3b07f48a8d4.jpg,4
32c6ba91-dce7-4b5f-ae4b-257f46fd2bf6.jpg,1,E:\second-competition\data\train_data\train_image\32c6ba91-dce7-4b5f-ae4b-257f46fd2bf6.jpg,2
32d7b02a-11f5-42a2-bb45-f769321c4022.jpg,1,E:\second-competition\data\train_data\train_image\32d7b02a-11f5-42a2-bb45-f769321c4022.jpg,4
32F6D375-2728-41D1-8209-5CE0EA5895D6.png,1,E:\second-competition\data\train_data\train_image\32F6D375-2728-41D1-8209-5CE0EA5895D6.png,1
3307014a-c591-4a6f-a82f-3473e13872d8.jpg,1,E:\second-competition\data\train_data\train_image\3307014a-c591-4a6f-a82f-3473e13872d8.jpg,0
3421bb61-1d01-433e-93b9-c6ad2ffcd174.jpg,1,E:\second-competition\data\train_data\train_image\3421bb61-1d01-433e-93b9-c6ad2ffcd174.jpg,2
34e734d7-9c77-4254-abb9-3cbf8d7ba71c.jpg,1,E:\second-competition\data\train_data\train_image\34e734d7-9c77-4254-abb9-3cbf8d7ba71c.jpg,3
352AEFA1-C653-4861-A2EA-E8712E78FA7A.png,1,E:\second-competition\data\train_data\train_image\352AEFA1-C653-4861-A2EA-E8712E78FA7A.png,3
35fc16f2-17ec-4207-8f37-2b752141698d.jpg,1,E:\second-competition\data\train_data\train_image\35fc16f2-17ec-4207-8f37-2b752141698d.jpg,3
36ae23dc-387a-49da-9085-541f078b509d.png,1,E:\second-competition\data\train_data\train_image\36ae23dc-387a-49da-9085-541f078b509d.png,2
389981ed-2f24-4444-8f14-2b7bde4f9cad.jpeg,1,E:\second-competition\data\train_data\train_image\389981ed-2f24-4444-8f14-2b7bde4f9cad.jpeg,0
38ac7188-9fcd-45dd-b3b4-0fb1ed7d5fe2.jpg,1,E:\second-competition\data\train_data\train_image\38ac7188-9fcd-45dd-b3b4-0fb1ed7d5fe2.jpg,3
39412a76-3e8d-4120-a44e-896fa565dc4b.jpg,1,E:\second-competition\data\train_data\train_image\39412a76-3e8d-4120-a44e-896fa565dc4b.jpg,3
39878bd0-f6a0-4769-811b-66e1e35d0cb4.jpg,1,E:\second-competition\data\train_data\train_image\39878bd0-f6a0-4769-811b-66e1e35d0cb4.jpg,3
39cd555f-8916-486b-ab32-a9096e23b675.jpg,1,E:\second-competition\data\train_data\train_image\39cd555f-8916-486b-ab32-a9096e23b675.jpg,1
3a8d3998-f94b-47b6-b858-eac0a16a64f0.jpg,1,E:\second-competition\data\train_data\train_image\3a8d3998-f94b-47b6-b858-eac0a16a64f0.jpg,0
3befc828-0b53-40a4-b91a-b784ed3ef364.jpg,1,E:\second-competition\data\train_data\train_image\3befc828-0b53-40a4-b91a-b784ed3ef364.jpg,1
3C0F4C60-24EE-4D98-B65C-7B15D9EB5AD6.png,1,E:\second-competition\data\train_data\train_image\3C0F4C60-24EE-4D98-B65C-7B15D9EB5AD6.png,2
3c78e571-06af-4805-9867-670df954e56f.jpg,1,E:\second-competition\data\train_data\train_image\3c78e571-06af-4805-9867-670df954e56f.jpg,1
3e52b02d-084c-4430-84fe-c1f34788dce4.jpg,1,E:\second-competition\data\train_data\train_image\3e52b02d-084c-4430-84fe-c1f34788dce4.jpg,0
3EDCB4D2-296D-42CE-B027-DBEC05B2635A.png,1,E:\second-competition\data\train_data\train_image\3EDCB4D2-296D-42CE-B027-DBEC05B2635A.png,1
40177617-958c-4b2f-bc2a-95f7464fabb7.jpg,1,E:\second-competition\data\train_data\train_image\40177617-958c-4b2f-bc2a-95f7464fabb7.jpg,1
40918a70-9e8e-416e-84cc-7f8e046086a2.jpg,1,E:\second-competition\data\train_data\train_image\40918a70-9e8e-416e-84cc-7f8e046086a2.jpg,0
40f55e7c-dd8c-4817-acce-51c08b79f6d9.jpg,1,E:\second-competition\data\train_data\train_image\40f55e7c-dd8c-4817-acce-51c08b79f6d9.jpg,0
4277ddc0-99cf-48cd-bbe4-e8607aab5bfb.jpg,1,E:\second-competition\data\train_data\train_image\4277ddc0-99cf-48cd-bbe4-e8607aab5bfb.jpg,1
4376cc8c-bf46-44f3-8a10-2ba6be9fed1a.jpg,1,E:\second-competition\data\train_data\train_image\4376cc8c-bf46-44f3-8a10-2ba6be9fed1a.jpg,1
43991f0b-7120-46ed-8dc5-24a24e4fe31a.jpg,1,E:\second-competition\data\train_data\train_image\43991f0b-7120-46ed-8dc5-24a24e4fe31a.jpg,3
46c8c2bf-16c2-4027-b811-121179590974.jpg,1,E:\second-competition\data\train_data\train_image\46c8c2bf-16c2-4027-b811-121179590974.jpg,0
46cf4a11-198a-4e80-ae54-2befcfb106dd.jpg,1,E:\second-competition\data\train_data\train_image\46cf4a11-198a-4e80-ae54-2befcfb106dd.jpg,0
476c9e3d-b624-46fb-88c9-49a0b63198c0.jpg,1,E:\second-competition\data\train_data\train_image\476c9e3d-b624-46fb-88c9-49a0b63198c0.jpg,4
47b5c77f-c27a-4644-b89f-08c8a009d94f.jpg,1,E:\second-competition\data\train_data\train_image\47b5c77f-c27a-4644-b89f-08c8a009d94f.jpg,2
47cede5a-a3c2-4059-94ba-9c63b35158a0.jpg,1,E:\second-competition\data\train_data\train_image\47cede5a-a3c2-4059-94ba-9c63b35158a0.jpg,4
482318d1-06ee-47d7-8f4a-01b762ecd74e.jpg,1,E:\second-competition\data\train_data\train_image\482318d1-06ee-47d7-8f4a-01b762ecd74e.jpg,1
48827611-daf4-460f-bb99-bf8c835226f1.jpg,1,E:\second-competition\data\train_data\train_image\48827611-daf4-460f-bb99-bf8c835226f1.jpg,3
493fac0a-4b14-4395-ae33-e7d5c13efc6d.jpg,1,E:\second-competition\data\train_data\train_image\493fac0a-4b14-4395-ae33-e7d5c13efc6d.jpg,2
4b7f5e1b-d0da-4ec0-ab60-b3e6cd0cae15.jpg,1,E:\second-competition\data\train_data\train_image\4b7f5e1b-d0da-4ec0-ab60-b3e6cd0cae15.jpg,2
4D29D1B2-3C84-49F8-BD89-A1757382CC03.png,1,E:\second-competition\data\train_data\train_image\4D29D1B2-3C84-49F8-BD89-A1757382CC03.png,1
4dd3a33e-1ded-449f-8eda-719e723af26d.jpg,1,E:\second-competition\data\train_data\train_image\4dd3a33e-1ded-449f-8eda-719e723af26d.jpg,3
4e1a6efa-b10d-4732-af4c-311ce669f2a2.jpg,1,E:\second-competition\data\train_data\train_image\4e1a6efa-b10d-4732-af4c-311ce669f2a2.jpg,2
5053df1f-d4ff-44a4-bf2d-bff13632867e.jpg,1,E:\second-competition\data\train_data\train_image\5053df1f-d4ff-44a4-bf2d-bff13632867e.jpg,0
51b83fd6-69d5-47ca-b81e-6f272d80b136.jpg,1,E:\second-competition\data\train_data\train_image\51b83fd6-69d5-47ca-b81e-6f272d80b136.jpg,4
51df2aa7-53c3-4727-9eaf-ae80c7b21dd2.jpg,1,E:\second-competition\data\train_data\train_image\51df2aa7-53c3-4727-9eaf-ae80c7b21dd2.jpg,1
52473e3a-8298-4445-9089-9eaa4c7f260a.jpg,1,E:\second-competition\data\train_data\train_image\52473e3a-8298-4445-9089-9eaa4c7f260a.jpg,3
541df895-82e6-407c-b855-fa9d1e669215.jpg,1,E:\second-competition\data\train_data\train_image\541df895-82e6-407c-b855-fa9d1e669215.jpg,1
55107d49-ab75-4c30-a194-b86297cfa505.jpg,1,E:\second-competition\data\train_data\train_image\55107d49-ab75-4c30-a194-b86297cfa505.jpg,1
55C2B184-A066-41BE-9C82-1CC1D761788C.png,1,E:\second-competition\data\train_data\train_image\55C2B184-A066-41BE-9C82-1CC1D761788C.png,1
55e3030b-6ee0-4a5d-b26f-fc36fbfb46fb.jpg,1,E:\second-competition\data\train_data\train_image\55e3030b-6ee0-4a5d-b26f-fc36fbfb46fb.jpg,3
567bf803-40cf-4f51-8b57-40d149d7e3fc.jpg,1,E:\second-competition\data\train_data\train_image\567bf803-40cf-4f51-8b57-40d149d7e3fc.jpg,0
56cebb96-1c01-41ba-8e01-dca2da6352d4.jpg,1,E:\second-competition\data\train_data\train_image\56cebb96-1c01-41ba-8e01-dca2da6352d4.jpg,3
58523a2b-8186-4ad3-9f48-a27ad8381efa.jpg,1,E:\second-competition\data\train_data\train_image\58523a2b-8186-4ad3-9f48-a27ad8381efa.jpg,4
591ed2b3-0092-4210-be2d-26c7779342c4.jpg,1,E:\second-competition\data\train_data\train_image\591ed2b3-0092-4210-be2d-26c7779342c4.jpg,0
5acb8eee-4884-4e34-90a0-c22f9a5225d4.jpg,1,E:\second-competition\data\train_data\train_image\5acb8eee-4884-4e34-90a0-c22f9a5225d4.jpg,3
5b4c09e0-1816-43e7-b973-07912341e63a.jpg,1,E:\second-competition\data\train_data\train_image\5b4c09e0-1816-43e7-b973-07912341e63a.jpg,2
5efd4b6c-40d6-46fc-a70f-1bd78d3b6b5d.jpg,1,E:\second-competition\data\train_data\train_image\5efd4b6c-40d6-46fc-a70f-1bd78d3b6b5d.jpg,0
61007f84-77cc-4d20-bdd0-0a5bcda4f83f.jpg,1,E:\second-competition\data\train_data\train_image\61007f84-77cc-4d20-bdd0-0a5bcda4f83f.jpg,1
6118f80a-4b78-4bda-8b50-dab5a60b9c0d.jpg,1,E:\second-competition\data\train_data\train_image\6118f80a-4b78-4bda-8b50-dab5a60b9c0d.jpg,2
61e911e4-fc78-41c7-9c2e-60890ab38f36.jpg,1,E:\second-competition\data\train_data\train_image\61e911e4-fc78-41c7-9c2e-60890ab38f36.jpg,2
61fa4124-840e-4f3e-ae3f-deb01c3f97e1.jpg,1,E:\second-competition\data\train_data\train_image\61fa4124-840e-4f3e-ae3f-deb01c3f97e1.jpg,3
63498990-6c16-418f-bbd9-50af10806411.jpg,1,E:\second-competition\data\train_data\train_image\63498990-6c16-418f-bbd9-50af10806411.jpg,3
6377fe09-aac1-4daa-a3ab-56b6768c2464.jpg,1,E:\second-competition\data\train_data\train_image\6377fe09-aac1-4daa-a3ab-56b6768c2464.jpg,0
6384d8b0-272d-4b0b-a797-8406dbf6f7d0.jpg,1,E:\second-competition\data\train_data\train_image\6384d8b0-272d-4b0b-a797-8406dbf6f7d0.jpg,4
63a95ed6-fd12-4d13-8dab-7a8a1b6f6ef3.jpg,1,E:\second-competition\data\train_data\train_image\63a95ed6-fd12-4d13-8dab-7a8a1b6f6ef3.jpg,1
64b3c606-b052-4abc-91ea-2534138941db.jpg,1,E:\second-competition\data\train_data\train_image\64b3c606-b052-4abc-91ea-2534138941db.jpg,3
64cf4621-4bc3-48c4-b4c0-e9a51232a4c2.jpg,1,E:\second-competition\data\train_data\train_image\64cf4621-4bc3-48c4-b4c0-e9a51232a4c2.jpg,3
65ac2b1d-e56d-4928-8672-f8eedf425474.jpg,1,E:\second-competition\data\train_data\train_image\65ac2b1d-e56d-4928-8672-f8eedf425474.jpg,3
6775b715-7d42-428a-b26f-62d75f6f0c3b.jpg,1,E:\second-competition\data\train_data\train_image\6775b715-7d42-428a-b26f-62d75f6f0c3b.jpg,4
68b277a5-9508-4125-b583-e45cf6abff45.jpg,1,E:\second-competition\data\train_data\train_image\68b277a5-9508-4125-b583-e45cf6abff45.jpg,1
6a37d4f2-1ed7-4b82-a26d-5a1cb5842867.jpg,1,E:\second-competition\data\train_data\train_image\6a37d4f2-1ed7-4b82-a26d-5a1cb5842867.jpg,2
6a6b11cd-a8b6-4973-a157-1789c9b42029.jpg,1,E:\second-competition\data\train_data\train_image\6a6b11cd-a8b6-4973-a157-1789c9b42029.jpg,2
6d57bfca-1e6a-46db-90d6-87a62877a9b1.jpg,1,E:\second-competition\data\train_data\train_image\6d57bfca-1e6a-46db-90d6-87a62877a9b1.jpg,3
6dc7dc94-7a8c-4ed6-99de-724fd3b292a9.jpg,1,E:\second-competition\data\train_data\train_image\6dc7dc94-7a8c-4ed6-99de-724fd3b292a9.jpg,2
6e0ac2a5-8713-4acd-90ea-90720cc09615.jpg,1,E:\second-competition\data\train_data\train_image\6e0ac2a5-8713-4acd-90ea-90720cc09615.jpg,3
707c0b24-729e-4f79-b27a-c2146e6544eb.jpg,1,E:\second-competition\data\train_data\train_image\707c0b24-729e-4f79-b27a-c2146e6544eb.jpg,1
708BA5B0-2751-4E02-BA7E-728748BC309B.png,1,E:\second-competition\data\train_data\train_image\708BA5B0-2751-4E02-BA7E-728748BC309B.png,4
70e95308-f40c-49b6-ba0b-a3355721bafd.jpg,1,E:\second-competition\data\train_data\train_image\70e95308-f40c-49b6-ba0b-a3355721bafd.jpg,0
7202307d-fc07-4030-8d62-f9b6cbe0d764.jpg,1,E:\second-competition\data\train_data\train_image\7202307d-fc07-4030-8d62-f9b6cbe0d764.jpg,1
720e649e-211f-47d9-8e34-e27906493263.jpg,1,E:\second-competition\data\train_data\train_image\720e649e-211f-47d9-8e34-e27906493263.jpg,1
7218430c-732e-4f62-ac29-6d92e7f2bd85.jpg,1,E:\second-competition\data\train_data\train_image\7218430c-732e-4f62-ac29-6d92e7f2bd85.jpg,1
73308efb-7441-46cc-b0c9-feb6b5fcd108.jpg,1,E:\second-competition\data\train_data\train_image\73308efb-7441-46cc-b0c9-feb6b5fcd108.jpg,4
73e8d662-a02d-4471-8a92-9718d4ce244a.jpg,1,E:\second-competition\data\train_data\train_image\73e8d662-a02d-4471-8a92-9718d4ce244a.jpg,2
76dff756-b3d8-4d84-b5a9-5d748bc1545f.jpg,1,E:\second-competition\data\train_data\train_image\76dff756-b3d8-4d84-b5a9-5d748bc1545f.jpg,3
7854e4d9-ddf4-41de-bfc0-1c4f79744a8c.jpg,1,E:\second-competition\data\train_data\train_image\7854e4d9-ddf4-41de-bfc0-1c4f79744a8c.jpg,2
78f8319e-73da-480a-8cfd-db345dacbacd.jpg,1,E:\second-competition\data\train_data\train_image\78f8319e-73da-480a-8cfd-db345dacbacd.jpg,3
7994f3b3-0102-4a39-824c-bdb4ae0bd009.jpg,1,E:\second-competition\data\train_data\train_image\7994f3b3-0102-4a39-824c-bdb4ae0bd009.jpg,4
79b7e0f6-dc80-4f67-8dea-a0a2b4f3a19d.jpg,1,E:\second-competition\data\train_data\train_image\79b7e0f6-dc80-4f67-8dea-a0a2b4f3a19d.jpg,2
7a3106a6-09fc-4ab5-8fb2-527e6c0c8886.jpg,1,E:\second-competition\data\train_data\train_image\7a3106a6-09fc-4ab5-8fb2-527e6c0c8886.jpg,1
7b5fbed3-4c5e-4c1d-9698-ec24d1890b29.jpg,1,E:\second-competition\data\train_data\train_image\7b5fbed3-4c5e-4c1d-9698-ec24d1890b29.jpg,0
7cebb8f1-1528-4096-a7c0-4782b1845210.jpg,1,E:\second-competition\data\train_data\train_image\7cebb8f1-1528-4096-a7c0-4782b1845210.jpg,4
7D2C6953-4462-4871-A7FE-B0ECDBB319CD.png,1,E:\second-competition\data\train_data\train_image\7D2C6953-4462-4871-A7FE-B0ECDBB319CD.png,3
7d85277d-6b65-400f-9b4c-cb46817401c9.jpg,1,E:\second-competition\data\train_data\train_image\7d85277d-6b65-400f-9b4c-cb46817401c9.jpg,1
7e77a261-cf70-4ad6-bc05-f81041ebc763.jpg,1,E:\second-competition\data\train_data\train_image\7e77a261-cf70-4ad6-bc05-f81041ebc763.jpg,2
7f08a7e3-c475-4ef2-ac0c-aea9b61c4176.jpg,1,E:\second-competition\data\train_data\train_image\7f08a7e3-c475-4ef2-ac0c-aea9b61c4176.jpg,2
80ed7057-1f57-46bf-b6c6-8bb519eff734.jpg,1,E:\second-competition\data\train_data\train_image\80ed7057-1f57-46bf-b6c6-8bb519eff734.jpg,4
81b7e05e-7121-4f17-a40c-e2cefd6d81f0.jpg,1,E:\second-competition\data\train_data\train_image\81b7e05e-7121-4f17-a40c-e2cefd6d81f0.jpg,4
824f90ea-53de-4bb7-9362-52be3ed30eb5.jpg,1,E:\second-competition\data\train_data\train_image\824f90ea-53de-4bb7-9362-52be3ed30eb5.jpg,3
8255eb85-6323-4b80-a820-b9091d657ffc.jpg,1,E:\second-competition\data\train_data\train_image\8255eb85-6323-4b80-a820-b9091d657ffc.jpg,1
826b395c-43c1-4e58-bbef-1f63b7ee025c.png,1,E:\second-competition\data\train_data\train_image\826b395c-43c1-4e58-bbef-1f63b7ee025c.png,3
83311dc7-8316-4104-acb6-459f1877045d.jpg,1,E:\second-competition\data\train_data\train_image\83311dc7-8316-4104-acb6-459f1877045d.jpg,1
86605a69-806a-4c46-9a10-95b9e5b63f16.jpg,1,E:\second-competition\data\train_data\train_image\86605a69-806a-4c46-9a10-95b9e5b63f16.jpg,3
86a6c60a-d785-4420-85f4-9c993d0b6d29.jpg,1,E:\second-competition\data\train_data\train_image\86a6c60a-d785-4420-85f4-9c993d0b6d29.jpg,0
87fd55b2-b163-41ee-848d-c07dc7aaacff.jpg,1,E:\second-competition\data\train_data\train_image\87fd55b2-b163-41ee-848d-c07dc7aaacff.jpg,0
88159762-1424-4215-b5a4-f1d4cf771569.jpg,1,E:\second-competition\data\train_data\train_image\88159762-1424-4215-b5a4-f1d4cf771569.jpg,0
89ee3238-3821-4913-bde8-1726a1eed1d3.jpg,1,E:\second-competition\data\train_data\train_image\89ee3238-3821-4913-bde8-1726a1eed1d3.jpg,2
8a52878e-aab7-40ab-9d1c-397e16185d3a.jpg,1,E:\second-competition\data\train_data\train_image\8a52878e-aab7-40ab-9d1c-397e16185d3a.jpg,3
8B2986A2-FEAD-48F3-9DCC-60B1220950A5.png,1,E:\second-competition\data\train_data\train_image\8B2986A2-FEAD-48F3-9DCC-60B1220950A5.png,4
8b585d28-8d55-4e27-a4a3-0fa10e327c2f.jpg,1,E:\second-competition\data\train_data\train_image\8b585d28-8d55-4e27-a4a3-0fa10e327c2f.jpg,2
8dc0a5c1-a001-4c92-8c91-4dec320c08cd.jpg,1,E:\second-competition\data\train_data\train_image\8dc0a5c1-a001-4c92-8c91-4dec320c08cd.jpg,0
8e1c46cf-cf2a-4f9e-aa3b-57189e90f9ce.jpg,1,E:\second-competition\data\train_data\train_image\8e1c46cf-cf2a-4f9e-aa3b-57189e90f9ce.jpg,1
8ec30bd1-5f83-4924-b399-e24e54606f17.jpg,1,E:\second-competition\data\train_data\train_image\8ec30bd1-5f83-4924-b399-e24e54606f17.jpg,3
8f59ad0e-0fdf-4ad2-a681-2af4d9416373.jpg,1,E:\second-competition\data\train_data\train_image\8f59ad0e-0fdf-4ad2-a681-2af4d9416373.jpg,3
8faa51b2-f286-4801-b04e-2dfe12f1caa8.jpg,1,E:\second-competition\data\train_data\train_image\8faa51b2-f286-4801-b04e-2dfe12f1caa8.jpg,0
9012DDE3-3932-456D-9B5D-3066F72C7174.png,1,E:\second-competition\data\train_data\train_image\9012DDE3-3932-456D-9B5D-3066F72C7174.png,4
91970218-D1AE-4A8E-A903-E853201A3B85.png,1,E:\second-competition\data\train_data\train_image\91970218-D1AE-4A8E-A903-E853201A3B85.png,3
91D0904F-0ADA-474E-9C9B-8F3B9235AA16.png,1,E:\second-competition\data\train_data\train_image\91D0904F-0ADA-474E-9C9B-8F3B9235AA16.png,2
9228fb5e-967d-4ee7-9b5f-4181638795f4.jpg,1,E:\second-competition\data\train_data\train_image\9228fb5e-967d-4ee7-9b5f-4181638795f4.jpg,0
93b2d13b-1d5f-4884-adaf-c3fa656576d2.png,1,E:\second-competition\data\train_data\train_image\93b2d13b-1d5f-4884-adaf-c3fa656576d2.png,4
959db978-050a-4394-8397-d1ddf6f51741.jpg,1,E:\second-competition\data\train_data\train_image\959db978-050a-4394-8397-d1ddf6f51741.jpg,2
9630731f-1f78-4ebf-b9d4-7c0b0991f187.jpg,1,E:\second-competition\data\train_data\train_image\9630731f-1f78-4ebf-b9d4-7c0b0991f187.jpg,3
96b16ac4-eee7-40e1-9997-a01d02bb9a29.jpg,1,E:\second-competition\data\train_data\train_image\96b16ac4-eee7-40e1-9997-a01d02bb9a29.jpg,0
